




                              Registered Voters             Ballots Cast                  Voter Turnout                 
Clark Ward 1 Provisional      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Clark Ward 2 Provisional      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Clark Ward 3 Provisional      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Clark Ward 4 Provisional      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       10944                         713                           713                           715                           715                           721                           721                           1                             1                             2150                          

                                                                                                           Rep - Cranford Township Committee (2) (Vote For 2)
                                                            Mary O’CONNOR                                               John V. MALLON                                              Personal Choice                                             
                              Registered Voters             Election                      Choice Total                  Election                      Choice Total                  Election                      Choice Total                  Total                         
Cranford District 1           960                           37                            37                            36                            36                            0                             0                             73                            
Cranford District 2           448                           30                            30                            30                            30                            0                             0                             60                            
Cranford District 3           543                           38                            38                            39                            39                            0                             0                             77                            
Cranford District 4           456                           27                            27                            27                            27                            0                             0                             54                            
Cranford District 5           531                           21                            21                            23                            23                            0                             0                             44                            
Cranford District 6           509                           42                            42                            36                            36                            0                             0                             78                            
Cranford District 7           615                           31                            31                            31                            31                            0                             0                             62                            
Cranford District 8           585                           29                            29                            29                            29                            0                             0                             58                            
Cranford District 9           556                           33                            33                            32                            32                            0                             0                             65                            
Cranford District 10          508                           23                            23                            23                            23                            0                             0                             46                            
Cranford District 11          460                           25                            25                            23                            23                            0                             0                             48                            
Cranford District 12          584                           48                            48                            45                            45                            0                             0                             93                            
Cranford District 13          697                           27                            27                            24                            24                            0                             0                             51                            
Cranford District 14          555                           39                            39                            39                            39                            0                             0                             78                            
Cranford District 15          667                           34                            34                            28                            28                            0                             0                             62                            
Cranford District 16          469                           33                            33                            32                            32                            0                             0                             65                            
Cranford District 17          466                           45                            45                            42                            42                            0                             0                             87                            
Cranford District 18          456                           18                            18                            16                            16                            0                             0                             34                            
Cranford District 19          522                           42                            42                            39                            39                            0                             0                             81                            
Cranford District 20          490                           28                            28                            27                            27                            0                             0                             55                            
Cranford District 21          671                           35                            35                            34                            34                            2                             2                             71                            
Cranford District 22          602                           35                            35                            34                            34                            0                             0                             69                            
Cranford District 23          575                           39                            39                            44                            44                            0                             0                             83                            
Cranford District 24          457                           41                            41                            41                            41                            0                             0                             82                            
Cranford District 25          435                           23                            23                            23                            23                            0                             0                             46                            
Cranford District 26          632                           32                            32                            34                            34                            0                             0                             66                            
Cranford District 27          620                           20                            20                            21                            21                            0                             0                             41                            
Cranford District 28          481                           26                            26                            26                            26                            0                             0                             52                            
Cranford District 29          610                           39                            39                            38                            38                            0                             0                             77                            
Cranford District 30          484                           17                            17                            15                            15                            0                             0                             32                            
Cranford Mail-In Ballot       0                             24                            24                            23                            23                            0                             0                             47                            
Cranford Provisional          0                             3                             3                             2                             2                             0                             0                             5                             
Totals:                       16644                         984                           984                           956                           956                           2                             2                             1942                          

                                               Rep - Elizabeth Mayor (Vote For 1)
                                                            Personal Choice                                             
                              Registered Voters             Election                      Choice Total                  Total                         
Elizabeth Ward 1 District 1   784                           0                             0                             0                             
Elizabeth Ward 1 District 2   1068                          0                             0                             0                             
Elizabeth Ward 1 District 3   867                           0                             0                             0                             
Elizabeth Ward 1 District 4   1238                          0                             0                             0                             
Elizabeth Ward 1 District 5   1181                          0                             0                             0                             
Elizabeth Ward 1 District 6   1721                          0                             0                             0                             
Elizabeth Ward 1 District 7   717                           0                             0                             0                             
Elizabeth Ward 1 District 8   806                           0                             0                             0                             
Elizabeth Ward 2 District 1   695                           0                             0                             0                             
Elizabeth Ward 2 District 2   1519                          0                             0                             0                             
Elizabeth Ward 2 District 3   982                           0                             0                             0                             
Elizabeth Ward 2 District 4   990                           0                             0                             0                             
Elizabeth Ward 2 District 5   775                           0                             0                             0                             
Elizabeth Ward 2 District 6   1387                          0                             0                             0                             
Elizabeth Ward 2 District 7   536                           0                             0                             0                             
Elizabeth Ward 2 District 8   743                           0                             0                             0                             
Elizabeth Ward 2 District 9   723                           0                             0                             0                             
Elizabeth Ward 2 District 10  566                           0                             0                             0                             
Elizabeth Ward 3 District 1   607                           0                             0                             0                             
Elizabeth Ward 3 District 2   705                           0                             0                             0                             
Elizabeth Ward 3 District 3   545                           0                             0                             0                             
Elizabeth Ward 3 District 4   811                           0                             0                             0                             
Elizabeth Ward 3 District 5   803                           0                             0                             0                             
Elizabeth Ward 3 District 6   1435                          1                             1                             1                             
Elizabeth Ward 3 District 7   759                           0                             0                             0                             
Elizabeth Ward 3 District 8   837                           0                             0                             0                             
Elizabeth Ward 3 District 9   794                           0                             0                             0                             
Elizabeth Ward 3 District 10  1564                          1                             1                             1                             
Elizabeth Ward 3 District 11  644                           0                             0                             0                             
Elizabeth Ward 3 District 12  1112                          0                             0                             0                             
Elizabeth Ward 4 District 1   836                           0                             0                             0                             
Elizabeth Ward 4 District 2   874                           0                             0                             0                             
Elizabeth Ward 4 District 3   869                           0                             0                             0                             
Elizabeth Ward 4 District 4   954                           0                             0                             0                             
Elizabeth Ward 4 District 5   791                           0                             0                             0                             
Elizabeth Ward 4 District 6   603                           0                             0                             0                             
Elizabeth Ward 4 District 7   1843                          0                             0                             0                             
Elizabeth Ward 4 District 8   1060                          0                             0                             0                             
Elizabeth Ward 4 District 9   881                           0                             0                             0                             
Elizabeth Ward 5 District 1   1333                          0                             0                             0                             
Elizabeth Ward 5 District 2   672                           0                             0                             0                             
Elizabeth Ward 5 District 3   958                           0                             0                             0                             
Elizabeth Ward 5 District 4   511                           0                             0                             0                             
Elizabeth Ward 5 District 5   678                           0                             0                             0                             
Elizabeth Ward 5 District 6   661                           0                             0                             0                             
Elizabeth Ward 5 District 7   1130                          0                             0                             0                             
Elizabeth Ward 5 District 8   1002                          0                             0                             0                             
Elizabeth Ward 5 District 9   1184                          0                             0                             0                             
Elizabeth Ward 5 District 10  623                           0                             0                             0                             
Elizabeth Ward 5 District 11  1008                          0                             0                             0                             
Elizabeth Ward 6 District 1   542                           0                             0                             0                             
Elizabeth Ward 6 District 2   612                           0                             0                             0                             
Elizabeth Ward 6 District 3   1314                          0                             0                             0                             
Elizabeth Ward 6 District 4   650                           0                             0                             0                             
Elizabeth Ward 6 District 5   1312                          0                             0                             0                             
Elizabeth Ward 6 District 6   704                           0                             0                             0                             
Elizabeth Ward 6 District 7   581                           0                             0                             0                             
Elizabeth Ward 6 District 8   1207                          0                             0                             0                             
Elizabeth Ward 1 Mail-In Ballot0                             0                             0                             0                             
Elizabeth Ward 2 Mail-In Ballot0                             0                             0                             0                             
Elizabeth Ward 3 Mail-In Ballot0                             0                             0                             0                             
Elizabeth Ward 4 Mail-In Ballot0                             0                             0                             0                             
Elizabeth Ward 5 Mail-In Ballot0                             0                             0                             0                             
Elizabeth Ward 6 Mail-In Ballot0                             0                             0                             0                             
Elizabeth Ward 1 Provisional  0                             0                             0                             0                             
Elizabeth Ward 2 Provisional  0                             0                             0                             0                             
Elizabeth Ward 3 Provisional  0                             0                             0                             0                             
Elizabeth Ward 4 Provisional  0                             0                             0                             0                             
Elizabeth Ward 5 Provisional  0                             0                             0                             0                             
Elizabeth Ward 6 Provisional  0                             0                             0                             0                             
Totals:                       53307                         2                             2                             2                             

                                               Rep - Elizabeth Councilmen-At-Large (Vote For 3)
                                                            Personal Choice                                             
                              Registered Voters             Election                      Choice Total                  Total                         
Elizabeth Ward 1 District 1   784                           0                             0                             0                             
Elizabeth Ward 1 District 2   1068                          0                             0                             0                             
Elizabeth Ward 1 District 3   867                           0                             0                             0                             
Elizabeth Ward 1 District 4   1238                          0                             0                             0                             
Elizabeth Ward 1 District 5   1181                          0                             0                             0                             
Elizabeth Ward 1 District 6   1721                          0                             0                             0                             
Elizabeth Ward 1 District 7   717                           0                             0                             0                             
Elizabeth Ward 1 District 8   806                           0                             0                             0                             
Elizabeth Ward 2 District 1   695                           0                             0                             0                             
Elizabeth Ward 2 District 2   1519                          0                             0                             0                             
Elizabeth Ward 2 District 3   982                           0                             0                             0                             
Elizabeth Ward 2 District 4   990                           0                             0                             0                             
Elizabeth Ward 2 District 5   775                           0                             0                             0                             
Elizabeth Ward 2 District 6   1387                          0                             0                             0                             
Elizabeth Ward 2 District 7   536                           0                             0                             0                             
Elizabeth Ward 2 District 8   743                           0                             0                             0                             
Elizabeth Ward 2 District 9   723                           0                             0                             0                             
Elizabeth Ward 2 District 10  566                           0                             0                             0                             
Elizabeth Ward 3 District 1   607                           0                             0                             0                             
Elizabeth Ward 3 District 2   705                           0                             0                             0                             
Elizabeth Ward 3 District 3   545                           0                             0                             0                             
Elizabeth Ward 3 District 4   811                           0                             0                             0                             
Elizabeth Ward 3 District 5   803                           0                             0                             0                             
Elizabeth Ward 3 District 6   1435                          0                             0                             0                             
Elizabeth Ward 3 District 7   759                           0                             0                             0                             
Elizabeth Ward 3 District 8   837                           0                             0                             0                             
Elizabeth Ward 3 District 9   794                           0                             0                             0                             
Elizabeth Ward 3 District 10  1564                          0                             0                             0                             
Elizabeth Ward 3 District 11  644                           0                             0                             0                             
Elizabeth Ward 3 District 12  1112                          0                             0                             0                             
Elizabeth Ward 4 District 1   836                           0                             0                             0                             
Elizabeth Ward 4 District 2   874                           0                             0                             0                             
Elizabeth Ward 4 District 3   869                           0                             0                             0                             
Elizabeth Ward 4 District 4   954                           0                             0                             0                             
Elizabeth Ward 4 District 5   791                           0                             0                             0                             
Elizabeth Ward 4 District 6   603                           0                             0                             0                             
Elizabeth Ward 4 District 7   1843                          0                             0                             0                             
Elizabeth Ward 4 District 8   1060                          0                             0                             0                             
Elizabeth Ward 4 District 9   881                           0                             0                             0                             
Elizabeth Ward 5 District 1   1333                          0                             0                             0                             
Elizabeth Ward 5 District 2   672                           0                             0                             0                             
Elizabeth Ward 5 District 3   958                           0                             0                             0                             
Elizabeth Ward 5 District 4   511                           0                             0                             0                             
Elizabeth Ward 5 District 5   678                           0                             0                             0                             
Elizabeth Ward 5 District 6   661                           0                             0                             0                             
Elizabeth Ward 5 District 7   1130                          0                             0                             0                             
Elizabeth Ward 5 District 8   1002                          0                             0                             0                             
Elizabeth Ward 5 District 9   1184                          0                             0                             0                             
Elizabeth Ward 5 District 10  623                           0                             0                             0                             
Elizabeth Ward 5 District 11  1008                          0                             0                             0                             
Elizabeth Ward 6 District 1   542                           0                             0                             0                             
Elizabeth Ward 6 District 2   612                           0                             0                             0                             
Elizabeth Ward 6 District 3   1314                          0                             0                             0                             
Elizabeth Ward 6 District 4   650                           0                             0                             0                             
Elizabeth Ward 6 District 5   1312                          0                             0                             0                             
Elizabeth Ward 6 District 6   704                           0                             0                             0                             
Elizabeth Ward 6 District 7   581                           0                             0                             0                             
Elizabeth Ward 6 District 8   1207                          0                             0                             0                             
Elizabeth Ward 1 Mail-In Ballot0                             0                             0                             0                             
Elizabeth Ward 2 Mail-In Ballot0                             0                             0                             0                             
Elizabeth Ward 3 Mail-In Ballot0                             0                             0                             0                             
Elizabeth Ward 4 Mail-In Ballot0                             0                             0                             0                             
Elizabeth Ward 5 Mail-In Ballot0                             0                             0                             0                             
Elizabeth Ward 6 Mail-In Ballot0                             0                             0                             0                             
Elizabeth Ward 1 Provisional  0                             0                             0                             0                             
Elizabeth Ward 2 Provisional  0                             0                             0                             0                             
Elizabeth Ward 3 Provisional  0                             0                             0                             0                             
Elizabeth Ward 4 Provisional  0                             0                             0                             0                             
Elizabeth Ward 5 Provisional  0                             0                             0                             0                             
Elizabeth Ward 6 Provisional  0                             0                             0                             0                             
Totals:                       53307                         0                             0                             0                             

                                               Rep - Fanwood Councilmen (Vote For 2)
                                                            Personal Choice                                             
                              Registered Voters             Election                      Choice Total                  Total                         
Fanwood District 1            738                           0                             0                             0                             
Fanwood District 2            506                           0                             0                             0                             
Fanwood District 3            947                           0                             0                             0                             
Fanwood District 4            743                           0                             0                             0                             
Fanwood District 5            762                           0                             0                             0                             
Fanwood District 6            830                           0                             0                             0                             
Fanwood District 7            799                           0                             0                             0                             
Fanwood Mail-In Ballot        0                             0                             0                             0                             
Fanwood Provisional           0                             0                             0                             0                             
Totals:                       5325                          0                             0                             0                             

                                                                                                           Rep - Garwood Councilmen (Vote For 2)
                                                            James A. MATHIEU                                            Anthony J. MORALES                                          Personal Choice                                             
                              Registered Voters             Election                      Choice Total                  Election                      Choice Total                  Election                      Choice Total                  Total                         
Garwood District 1            792                           37                            37                            42                            42                            0                             0                             79                            
Garwood District 2            909                           61                            61                            58                            58                            0                             0                             119                           
Garwood District 3            672                           32                            32                            33                            33                            0                             0                             65                            
Garwood District 4            540                           30                            30                            28                            28                            0                             0                             58                            
Garwood Mail-In Ballot        0                             3                             3                             3                             3                             0                             0                             6                             
Garwood Provisional           0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       2913                          163                           163                           164                           164                           0                             0                             327                           

                                                                                                           Rep - Kenilworth Councilmen (Vote For 2)
                                                            Fred PUGLIESE                                               Scott PENTZ                                                 Personal Choice                                             
                              Registered Voters             Election                      Choice Total                  Election                      Choice Total                  Election                      Choice Total                  Total                         
Kenilworth District 1         804                           23                            23                            25                            25                            0                             0                             48                            
Kenilworth District 2         809                           42                            42                            38                            38                            0                             0                             80                            
Kenilworth District 3         827                           45                            45                            45                            45                            0                             0                             90                            
Kenilworth District 4         871                           41                            41                            32                            32                            0                             0                             73                            
Kenilworth District 5         994                           59                            59                            49                            49                            0                             0                             108                           
Kenilworth District 6         873                           40                            40                            38                            38                            0                             0                             78                            
Kenilworth Mail-In Ballot     0                             8                             8                             9                             9                             0                             0                             17                            
Kenilworth Provisional        0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       5178                          258                           258                           236                           236                           0                             0                             494                           

                                                                             Rep - Kenilworth Councilman, Unexpired Term (Vote For 1)
                                                            Richard LOFORTE                                             Personal Choice                                             
                              Registered Voters             Election                      Choice Total                  Election                      Choice Total                  Total                         
Kenilworth District 1         804                           23                            23                            0                             0                             23                            
Kenilworth District 2         809                           39                            39                            0                             0                             39                            
Kenilworth District 3         827                           46                            46                            0                             0                             46                            
Kenilworth District 4         871                           37                            37                            0                             0                             37                            
Kenilworth District 5         994                           55                            55                            0                             0                             55                            
Kenilworth District 6         873                           37                            37                            0                             0                             37                            
Kenilworth Mail-In Ballot     0                             8                             8                             0                             0                             8                             
Kenilworth Provisional        0                             0                             0                             0                             0                             0                             
Totals:                       5178                          245                           245                           0                             0                             245                           

                                               Rep - Linden Councilman, 2nd Ward (Vote For 1)
                                                            Personal Choice                                             
                              Registered Voters             Election                      Choice Total                  Total                         
Linden Ward 2 District 1      778                           0                             0                             0                             
Linden Ward 2 District 2      615                           1                             1                             1                             
Linden Ward 2 District 3      596                           0                             0                             0                             
Linden Ward 2 Mail-In Ballot  0                             0                             0                             0                             
Linden Ward 2 Provisional     0                             0                             0                             0                             
Totals:                       1989                          1                             1                             1                             

                                               Rep - Linden Councilman, 3rd Ward (Vote For 1)
