




                              Registered Voters             Ballots Cast                  Voter Turnout                 
Roselle Park Ward 1 District 2917                           124                           124                           120                           120                           62                            62                            35                            35                            44                            44                            100                           100                           177                           177                           0                             0                             662                           
Roselle Park Ward 2 District 1813                           110                           110                           151                           151                           73                            73                            15                            15                            61                            61                            137                           137                           269                           269                           1                             1                             817                           
Roselle Park Ward 2 District 2961                           115                           115                           145                           145                           73                            73                            25                            25                            71                            71                            166                           166                           301                           301                           3                             3                             899                           
Roselle Park Ward 3 District 1593                           62                            62                            61                            61                            40                            40                            17                            17                            44                            44                            43                            43                            92                            92                            2                             2                             361                           
Roselle Park Ward 3 District 2981                           110                           110                           111                           111                           74                            74                            29                            29                            76                            76                            135                           135                           225                           225                           2                             2                             762                           
Roselle Park Ward 4 District 1690                           72                            72                            43                            43                            41                            41                            9                             9                             24                            24                            57                            57                            96                            96                            0                             0                             342                           
Roselle Park Ward 4 District 2831                           112                           112                           84                            84                            82                            82                            28                            28                            36                            36                            86                            86                            135                           135                           0                             0                             563                           
Roselle Park Ward 5 District 1679                           75                            75                            49                            49                            36                            36                            14                            14                            32                            32                            46                            46                            144                           144                           0                             0                             396                           
Roselle Park Ward 5 District 21170                          160                           160                           92                            92                            87                            87                            27                            27                            56                            56                            122                           122                           193                           193                           2                             2                             739                           
Roselle Park Ward 1 Mail-In Ballot0                             11                            11                            6                             6                             6                             6                             7                             7                             5                             5                             13                            13                            21                            21                            0                             0                             69                            
Roselle Park Ward 2 Mail-In Ballot0                             17                            17                            11                            11                            9                             9                             3                             3                             9                             9                             12                            12                            35                            35                            3                             3                             99                            
Roselle Park Ward 3 Mail-In Ballot0                             11                            11                            10                            10                            4                             4                             4                             4                             5                             5                             24                            24                            26                            26                            0                             0                             84                            
Roselle Park Ward 4 Mail-In Ballot0                             17                            17                            8                             8                             5                             5                             3                             3                             10                            10                            15                            15                            28                            28                            0                             0                             86                            
Roselle Park Ward 5 Mail-In Ballot0                             25                            25                            15                            15                            15                            15                            5                             5                             13                            13                            29                            29                            35                            35                            2                             2                             139                           
Roselle Park Ward 1 Provisional0                             5                             5                             1                             1                             3                             3                             0                             0                             2                             2                             0                             0                             0                             0                             1                             1                             12                            
Roselle Park Ward 2 Provisional0                             1                             1                             2                             2                             1                             1                             2                             2                             2                             2                             0                             0                             4                             4                             0                             0                             12                            
Roselle Park Ward 3 Provisional0                             5                             5                             1                             1                             2                             2                             1                             1                             0                             0                             0                             0                             2                             2                             0                             0                             11                            
Roselle Park Ward 4 Provisional0                             9                             9                             1                             1                             10                            10                            1                             1                             7                             7                             2                             2                             10                            10                            0                             0                             40                            
Roselle Park Ward 5 Provisional0                             5                             5                             3                             3                             1                             1                             1                             1                             1                             1                             3                             3                             6                             6                             0                             0                             20                            
Totals:                       8370                          1167                          1167                          1038                          1038                          701                           701                           249                           249                           556                           556                           1095                          1095                          2010                          2010                          17                            17                            6833                          

                                                                                                                                         Scotch Plains Board of Education (2) (Vote For 2)
                                                            Non - Stephanie SURIANI                                     Non - Charlotte SCHIRMER                                    Non - Nancy BAUER                                           Personal Choice                                             
                              Registered Voters             Election                      Choice Total                  Election                      Choice Total                  Election                      Choice Total                  Election                      Choice Total                  Total                         
Scotch Plains District 1      983                           173                           173                           40                            40                            55                            55                            1                             1                             269                           
Scotch Plains District 2      805                           178                           178                           66                            66                            63                            63                            0                             0                             307                           
Scotch Plains District 3      793                           174                           174                           87                            87                            94                            94                            1                             1                             356                           
Scotch Plains District 4      738                           205                           205                           77                            77                            103                           103                           1                             1                             386                           
Scotch Plains District 5      723                           204                           204                           102                           102                           100                           100                           0                             0                             406                           
Scotch Plains District 6      531                           148                           148                           74                            74                            77                            77                            0                             0                             299                           
Scotch Plains District 7      1135                          220                           220                           103                           103                           117                           117                           0                             0                             440                           
Scotch Plains District 8      815                           180                           180                           94                            94                            115                           115                           1                             1                             390                           
Scotch Plains District 9      733                           168                           168                           71                            71                            99                            99                            0                             0                             338                           
Scotch Plains District 10     691                           191                           191                           91                            91                            102                           102                           0                             0                             384                           
Scotch Plains District 11     679                           166                           166                           82                            82                            104                           104                           0                             0                             352                           
Scotch Plains District 12     714                           199                           199                           98                            98                            111                           111                           1                             1                             409                           
Scotch Plains District 13     691                           174                           174                           68                            68                            108                           108                           0                             0                             350                           
Scotch Plains District 14     654                           184                           184                           94                            94                            112                           112                           0                             0                             390                           
Scotch Plains District 15     713                           163                           163                           75                            75                            118                           118                           0                             0                             356                           
Scotch Plains District 16     989                           212                           212                           107                           107                           113                           113                           1                             1                             433                           
Scotch Plains District 17     813                           169                           169                           88                            88                            96                            96                            0                             0                             353                           
Scotch Plains District 18     717                           179                           179                           85                            85                            100                           100                           1                             1                             365                           
Scotch Plains District 19     826                           188                           188                           100                           100                           144                           144                           0                             0                             432                           
Scotch Plains District 20     966                           184                           184                           115                           115                           116                           116                           2                             2                             417                           
Scotch Plains District 21     889                           181                           181                           83                            83                            60                            60                            0                             0                             324                           
Scotch Plains District 22     475                           107                           107                           63                            63                            65                            65                            1                             1                             236                           
Scotch Plains District 23     767                           153                           153                           112                           112                           108                           108                           1                             1                             374                           
Scotch Plains Mail-In Ballot  0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Scotch Plains 7th cong Mail-In Ballot0                             22                            22                            13                            13                            18                            18                            0                             0                             53                            
Scotch Plains 12th cong Mail-In Ballot0                             487                           487                           331                           331                           429                           429                           9                             9                             1256                          
Scotch Plains Provisional     0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Scotch Plains 7th cong Provisional0                             3                             3                             2                             2                             1                             1                             0                             0                             6                             
Scotch Plains 12th cong Provisional0                             30                            30                            12                            12                            10                            10                            0                             0                             52                            
Totals:                       17840                         4642                          4642                          2333                          2333                          2738                          2738                          20                            20                            9733                          

                                                                             Scotch Plains Boe 2 year Unexpired (Vote For 1)
                                                            Non - Debora J. BRODY                                       Personal Choice                                             
                              Registered Voters             Election                      Choice Total                  Election                      Choice Total                  Total                         
Scotch Plains District 1      983                           206                           206                           0                             0                             206                           
Scotch Plains District 2      805                           201                           201                           2                             2                             203                           
Scotch Plains District 3      793                           204                           204                           1                             1                             205                           
Scotch Plains District 4      738                           227                           227                           0                             0                             227                           
Scotch Plains District 5      723                           240                           240                           0                             0                             240                           
Scotch Plains District 6      531                           163                           163                           0                             0                             163                           
Scotch Plains District 7      1135                          244                           244                           0                             0                             244                           
Scotch Plains District 8      815                           230                           230                           0                             0                             230                           
Scotch Plains District 9      733                           197                           197                           0                             0                             197                           
Scotch Plains District 10     691                           213                           213                           0                             0                             213                           
Scotch Plains District 11     679                           203                           203                           0                             0                             203                           
Scotch Plains District 12     714                           245                           245                           1                             1                             246                           
Scotch Plains District 13     691                           214                           214                           0                             0                             214                           
Scotch Plains District 14     654                           211                           211                           0                             0                             211                           
Scotch Plains District 15     713                           203                           203                           0                             0                             203                           
Scotch Plains District 16     989                           261                           261                           0                             0                             261                           
Scotch Plains District 17     813                           212                           212                           1                             1                             213                           
Scotch Plains District 18     717                           206                           206                           0                             0                             206                           
Scotch Plains District 19     826                           259                           259                           0                             0                             259                           
Scotch Plains District 20     966                           235                           235                           0                             0                             235                           
Scotch Plains District 21     889                           199                           199                           0                             0                             199                           
Scotch Plains District 22     475                           140                           140                           0                             0                             140                           
Scotch Plains District 23     767                           214                           214                           1                             1                             215                           
Scotch Plains Mail-In Ballot  0                             0                             0                             0                             0                             0                             
Scotch Plains 7th cong Mail-In Ballot0                             25                            25                            1                             1                             26                            
Scotch Plains 12th cong Mail-In Ballot0                             689                           689                           4                             4                             693                           
Scotch Plains Provisional     0                             0                             0                             0                             0                             0                             
Scotch Plains 7th cong Provisional0                             5                             5                             0                             0                             5                             
Scotch Plains 12th cong Provisional0                             30                            30                            1                             1                             31                            
Totals:                       17840                         5676                          5676                          12                            12                            5688                          

                                                                             Scotch Plains Boe 1 year Unexpired (Vote For 1)
                                                            Non - Cynthia H. CLANCY                                     Personal Choice                                             
                              Registered Voters             Election                      Choice Total                  Election                      Choice Total                  Total                         
Scotch Plains District 1      983                           198                           198                           0                             0                             198                           
Scotch Plains District 2      805                           192                           192                           2                             2                             194                           
Scotch Plains District 3      793                           201                           201                           1                             1                             202                           
Scotch Plains District 4      738                           216                           216                           0                             0                             216                           
Scotch Plains District 5      723                           231                           231                           1                             1                             232                           
Scotch Plains District 6      531                           164                           164                           0                             0                             164                           
Scotch Plains District 7      1135                          239                           239                           0                             0                             239                           
Scotch Plains District 8      815                           221                           221                           0                             0                             221                           
Scotch Plains District 9      733                           187                           187                           2                             2                             189                           
Scotch Plains District 10     691                           207                           207                           0                             0                             207                           
Scotch Plains District 11     679                           197                           197                           0                             0                             197                           
Scotch Plains District 12     714                           243                           243                           0                             0                             243                           
Scotch Plains District 13     691                           212                           212                           0                             0                             212                           
Scotch Plains District 14     654                           214                           214                           1                             1                             215                           
Scotch Plains District 15     713                           199                           199                           0                             0                             199                           
Scotch Plains District 16     989                           255                           255                           0                             0                             255                           
Scotch Plains District 17     813                           203                           203                           0                             0                             203                           
Scotch Plains District 18     717                           187                           187                           0                             0                             187                           
Scotch Plains District 19     826                           258                           258                           0                             0                             258                           
Scotch Plains District 20     966                           231                           231                           1                             1                             232                           
Scotch Plains District 21     889                           198                           198                           0                             0                             198                           
Scotch Plains District 22     475                           131                           131                           0                             0                             131                           
Scotch Plains District 23     767                           212                           212                           1                             1                             213                           
Scotch Plains Mail-In Ballot  0                             0                             0                             0                             0                             0                             
Scotch Plains 7th cong Mail-In Ballot0                             27                            27                            0                             0                             27                            
Scotch Plains 12th cong Mail-In Ballot0                             678                           678                           4                             4                             682                           
Scotch Plains Provisional     0                             0                             0                             0                             0                             0                             
Scotch Plains 7th cong Provisional0                             5                             5                             0                             0                             5                             
Scotch Plains 12th cong Provisional0                             30                            30                            0                             0                             30                            
Totals:                       17840                         5536                          5536                          13                            13                            5549                          

                                                                                                                                                                       Springfield Board of Education (Vote For 3)
                                                            Non - Scott DONNER                                          Non - Scott SILVERSTEIN                                     Non - Dermot N. MCLEER                                      Non - Hilary TURNBULL                                       Personal Choice                                             
                              Registered Voters             Election                      Choice Total                  Election                      Choice Total                  Election                      Choice Total                  Election                      Choice Total                  Election                      Choice Total                  Total                         
Springfield District 1        826                           149                           149                           142                           142                           108                           108                           153                           153                           2                             2                             554                           
Springfield District 2        531                           129                           129                           132                           132                           118                           118                           138                           138                           1                             1                             518                           
Springfield District 3        533                           101                           101                           101                           101                           78                            78                            83                            83                            0                             0                             363                           
Springfield District 4        669                           127                           127                           117                           117                           127                           127                           131                           131                           0                             0                             502                           
Springfield District 5        575                           126                           126                           108                           108                           126                           126                           144                           144                           5                             5                             509                           
Springfield District 6        1322                          199                           199                           195                           195                           166                           166                           172                           172                           3                             3                             735                           
Springfield District 7        896                           191                           191                           197                           197                           162                           162                           172                           172                           1                             1                             723                           
Springfield District 8        649                           146                           146                           174                           174                           127                           127                           139                           139                           5                             5                             591                           
Springfield District 9        1045                          204                           204                           186                           186                           127                           127                           159                           159                           0                             0                             676                           
Springfield District 10       1162                          242                           242                           324                           324                           210                           210                           225                           225                           1                             1                             1002                          
Springfield District 11       1584                          263                           263                           269                           269                           180                           180                           223                           223                           2                             2                             937                           
Springfield District 12       731                           167                           167                           172                           172                           128                           128                           157                           157                           4                             4                             628                           
Springfield District 13       690                           151                           151                           200                           200                           134                           134                           144                           144                           2                             2                             631                           
Springfield District 14       524                           126                           126                           136                           136                           104                           104                           115                           115                           0                             0                             481                           
Springfield Mail-In Ballot    0                             344                           344                           324                           324                           291                           291                           325                           325                           11                            11                            1295                          
Springfield Provisional       0                             21                            21                            24                            24                            15                            15                            22                            22                            0                             0                             82                            
Totals:                       11737                         2686                          2686                          2801                          2801                          2201                          2201                          2502                          2502                          37                            37                            10227                         

                                                                                                                                                                                                                                   Union Board of Education (Vote For 3)
                                                            Non - Nellis REGIS DARBY                                    Non - Mary Lynn WILLIAMS                                    Non - Nancy MINNECI                                         Non - Gary ABRAHAM                                          Non - Misael GUZMAN                                         Non - Paul CASEY                                            Personal Choice                                             
                              Registered Voters             Election                      Choice Total                  Election                      Choice Total                  Election                      Choice Total                  Election                      Choice Total                  Election                      Choice Total                  Election                      Choice Total                  Election                      Choice Total                  Total                         
Union District 1              681                           150                           150                           94                            94                            102                           102                           59                            59                            152                           152                           143                           143                           1                             1                             701                           
